Atomic_mass,Atomic_no,Atomic_orbitals,Atomic_radius,Atomic_radius_calculated,Boiling_point,Brinell_hardness,Bulk_modulus,Coefficient_of_linear_thermal_expansion,Common_oxidation_states,Critical_temperature,Density_of_solid,Electrical_resistivity,Electronic_structure,ICSD_oxidation_states,Liquid_range,Melting_point,Mendeleev_no,Mineral_hardness,Molar_volume,Name,Oxidation_states,Poissons_ratio,Reflectivity,Refractive_index,Rigidity_modulus,Shannon_radii,Superconduction_temperature,Thermal_conductivity,Van_der_waals_radius,Velocity_of_sound,Vickers_hardness,X,Youngs_modulus,NMR_Quadrupole_Moment,Metallic_radius,iupac_ordering,IUPAC_ordering,symbol,Z,average_anionic_radius,average_cationic_radius,average_ionic_radius,block,full_electronic_structure,group,icsd_oxidation_states,ionic_radii,is_actinoid,is_alkali,is_alkaline,is_chalcogen,is_halogen,is_lanthanoid,is_metal,is_metalloid,is_noble_gas,is_post_transition_metal,is_quadrupolar,is_rare_earth_metal,is_transition_metal,long_name,max_oxidation_state,min_oxidation_state,number,row,valence,Max_oxidation_state,Min_oxidation_state,Ionic_radii,Ionic_radii_hs,Ionic_radii_ls,Ionic_radii_-1,Ionic_radii_7,Ionic_radii_5,Ionic_radii_8,Ionic_radii_4,Ionic_radii_1,Ionic_radii_2,Ionic_radii_-2,Ionic_radii_-3,Ionic_radii_6,Ionic_radii_3
207.2,82.0,"{'1s': -2901.078061, '2p': -470.877785, '2s': -488.843335, '3d': -91.889924, '3p': -107.950391, '3s': -116.526852, '4d': -15.030026, '4f': -5.592532, '4p': -21.990564, '4s': -25.75333, '5d': -0.902393, '5p': -2.941657, '5s': -4.206797, '6p': -0.141831, '6s': -0.357187}",1.8,1.54,2022 K,38.3 MN m<sup>-2</sup>,46 GPa,28.9 x10<sup>-6</sup>K<sup>-1</sup>,"[2, 4]",no data K,11340 kg m<sup>-3</sup>,21 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>2</sup>,"[2, 4]",1421.39 K,600.61 K,82.0,1.5,18.26 cm<sup>3</sup>,Lead,"[-4, 2, 4]",0.44,no data %,no data,5.6 GPa,"{'2': {'IVPY': {'': {'crystal_radius': 1.12, 'ionic_radius': 0.98}}, 'VI': {'': {'crystal_radius': 1.33, 'ionic_radius': 1.19}}, 'VII': {'': {'crystal_radius': 1.37, 'ionic_radius': 1.23}}, 'VIII': {'': {'crystal_radius': 1.43, 'ionic_radius': 1.29}}, 'IX': {'': {'crystal_radius': 1.49, 'ionic_radius': 1.35}}, 'X': {'': {'crystal_radius': 1.54, 'ionic_radius': 1.4}}, 'XI': {'': {'crystal_radius': 1.59, 'ionic_radius': 1.45}}, 'XII': {'': {'crystal_radius': 1.63, 'ionic_radius': 1.49}}}, '4': {'IV': {'': {'crystal_radius': 0.79, 'ionic_radius': 0.65}}, 'V': {'': {'crystal_radius': 0.87, 'ionic_radius': 0.73}}, 'VI': {'': {'crystal_radius': 0.915, 'ionic_radius': 0.775}}, 'VIII': {'': {'crystal_radius': 1.08, 'ionic_radius': 0.94}}}}",7.2 K,35 W m<sup>-1</sup> K<sup>-1</sup>,2.02,1260 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.33,16 GPa,,1.75,82.0,82.0,Pb,82.0,0.0,1.1225,1.1225,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 2)]",14.0,"(2, 4)","{2: 1.33, 4: 0.915}",False,False,False,False,False,False,True,False,False,True,False,False,False,Lead,4.0,-4.0,82.0,6.0,"(1, 2)",,,"{'2': 1.33, '4': 0.915}",,,,,,,0.915,,1.33,,,,
208.9804,83.0,"{'1s': -2975.550959, '2p': -484.716359, '2s': -502.950758, '3d': -95.532476, '3p': -111.883393, '3s': -120.613998, '4d': -16.084817, '4f': -6.382744, '4p': -23.218641, '4s': -27.07034, '5d': -1.139408, '5p': -3.293637, '5s': -4.611934, '6p': -0.180198, '6s': -0.426129}",1.6,1.43,1837 K,94.2 MN m<sup>-2</sup>,31 GPa,13.4 x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,9780 kg m<sup>-3</sup>,130 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>3</sup>,"[1, 2, 3, 5]",1292.6 K,544.4 K,87.0,2.25,21.31 cm<sup>3</sup>,Bismuth,"[-3, 3, 5]",0.33,no data %,no data,12 GPa,"{'3': {'V': {'': {'crystal_radius': 1.1, 'ionic_radius': 0.96}}, 'VI': {'': {'crystal_radius': 1.17, 'ionic_radius': 1.03}}, 'VIII': {'': {'crystal_radius': 1.31, 'ionic_radius': 1.17}}}, '5': {'VI': {'': {'crystal_radius': 0.9, 'ionic_radius': 0.76}}}}",no data K,8 W m<sup>-1</sup> K<sup>-1</sup>,2.07,1790 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.02,32 GPa,,1.82,87.0,87.0,Bi,83.0,0.0,1.035,1.035,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 3)]",15.0,"(1, 2, 3, 5)","{3: 1.17, 5: 0.9}",False,False,False,False,False,False,True,False,False,True,False,False,False,Bismuth,5.0,-3.0,83.0,6.0,"(1, 3)",,,"{'3': 1.17, '5': 0.9}",,,,,0.9,,,,,,,,1.17
210.0,84.0,"{'1s': -3050.988417, '2p': -498.77192, '2s': -517.275843, '3d': -99.256068, '3p': -115.898384, '3s': -124.783683, '4d': -17.173307, '4f': -7.206499, '4p': -24.481337, '4s': -28.42254, '5d': -1.386458, '5p': -3.655382, '5s': -5.027447, '6p': -0.217889, '6s': -0.493528}",1.9,1.35,1235 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,"[-2, 2, 4]",no data K,9196 kg m<sup>-3</sup>,40 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>4</sup>,,708 K,527 K,91.0,no data,22.97 cm<sup>3</sup>,Polonium,"[-2, 2, 4, 6]",no data,no data %,no data,no data GPa,"{'4': {'VI': {'': {'crystal_radius': 1.08, 'ionic_radius': 0.94}}, 'VIII': {'': {'crystal_radius': 1.22, 'ionic_radius': 1.08}}}, '6': {'VI': {'': {'crystal_radius': 0.81, 'ionic_radius': 0.67}}}}",no data K,20 W m<sup>-1</sup> K<sup>-1</sup>,1.97,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.0,no data GPa,,1.53,93.0,93.0,Po,84.0,0.0,0.9450000000000001,0.9450000000000001,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 4)]",16.0,(),"{4: 1.08, 6: 0.81}",False,False,False,True,False,False,False,True,False,False,False,False,False,Polonium,6.0,-2.0,84.0,6.0,"(1, 4)",,,"{'4': 1.08, '6': 0.81}",,,,,,,1.08,,,,,0.81,
210.0,85.0,"{'1s': -3127.390276, '2p': -513.044243, '2s': -531.81835, '3d': -103.060375, '3p': -119.995013, '3s': -129.035542, '4d': -18.295162, '4f': -8.063483, '4p': -25.778264, '4s': -29.809515, '5d': -1.643758, '5p': -4.027061, '5s': -5.453383, '6p': -0.255453, '6s': -0.560189}",no data,no data,no data K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,"[-1, 1]",no data K,no data kg m<sup>-3</sup>,no data 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>5</sup>,,no data K,575 K,96.0,no data,no data cm<sup>3</sup>,Astatine,"[-1, 1, 3, 5]",no data,no data %,no data,no data GPa,"{'7': {'VI': {'': {'crystal_radius': 0.76, 'ionic_radius': 0.62}}}}",no data K,2 (estimate)W m<sup>-1</sup> K<sup>-1</sup>,2.02,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.2,no data GPa,,no data,98.0,98.0,At,85.0,0.0,0.76,0.76,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 5)]",17.0,(),{7: 0.76},False,False,False,False,True,False,False,False,False,False,False,False,False,Astatine,5.0,-1.0,85.0,6.0,"(1, 5)",,,{'7': 0.76},,,,0.76,,,,,,,,,
220.0,86.0,"{'1s': -3204.756288, '2p': -527.533025, '2s': -546.57796, '3d': -106.945006, '3p': -124.172862, '3s': -133.369144, '4d': -19.449994, '4f': -8.953318, '4p': -27.108985, '4s': -31.230804, '5d': -1.911329, '5p': -4.408702, '5s': -5.889683, '6p': -0.29318, '6s': -0.62657}",no data,1.2,211.3 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,,377 K,no data kg m<sup>-3</sup>,no data 10<sup>-8</sup> &Omega; m,[Xe].4f<sup>14</sup>.5d<sup>10</sup>.6s<sup>2</sup>.6p<sup>6</sup>,,9.3 K,202 K,6.0,no data,50.50 cm<sup>3</sup>,Radon,,no data,no data %,no data,no data GPa,,no data K,0.00361 W m<sup>-1</sup> K<sup>-1</sup>,2.2,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,2.2,no data GPa,,no data,0.0,0.0,Rn,86.0,0.0,0.0,0.0,p,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6)]",18.0,(),{},False,False,False,False,False,False,False,False,True,False,False,False,False,Radon,0.0,0.0,86.0,6.0,"(nan, 0)",0.0,0.0,,,,,,,,,,,,,,
223.0,87.0,"{'1s': -3283.263399, '2p': -542.41424, '2s': -561.73045, '3d': -111.085223, '3p': -128.607136, '3s': -137.959632, '4d': -20.812462, '4f': -10.050648, '4p': -28.648131, '4s': -32.861013, '5d': -2.360991, '5p': -4.97328, '5s': -6.509516, '6p': -0.466197, '6s': -0.841848, '7s': -0.076176}",no data,no data,no data K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[1],no data K,no data kg m<sup>-3</sup>,no data 10<sup>-8</sup> &Omega; m,[Rn].7s<sup>1</sup>,,no data K,maybe about 300 K,7.0,no data,no data cm<sup>3</sup>,Francium,[1],no data,no data %,no data,no data GPa,"{'1': {'VI': {'': {'crystal_radius': 1.94, 'ionic_radius': 1.8}}}}",no data K,no data W m<sup>-1</sup> K<sup>-1</sup>,3.48,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,0.7,no data GPa,,no data,6.0,6.0,Fr,87.0,0.0,1.94,1.94,s,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (7, 's', 1)]",1.0,(),{1: 1.94},False,True,False,False,False,False,True,False,False,False,False,False,False,Francium,1.0,1.0,87.0,7.0,"(0, 1)",,,{'1': 1.94},,,,,,,,1.94,,,,,
226.0,88.0,"{'1s': -3362.736563, '2p': -557.513214, '2s': -577.101208, '3d': -115.306476, '3p': -133.12325, '3s': -142.632426, '4d': -22.208125, '4f': -11.181066, '4p': -30.221208, '4s': -34.525628, '5d': -2.819853, '5p': -5.547203, '5s': -7.139137, '6p': -0.634674, '6s': -1.05135, '7s': -0.113732}",2.15,no data,2010 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[2],no data K,5000 kg m<sup>-3</sup>,100 10<sup>-8</sup> &Omega; m,[Rn].7s<sup>2</sup>,,1037 K,973 K,13.0,no data,41.09 cm<sup>3</sup>,Radium,[2],no data,no data %,no data,no data GPa,"{'2': {'VIII': {'': {'crystal_radius': 1.62, 'ionic_radius': 1.48}}, 'XII': {'': {'crystal_radius': 1.84, 'ionic_radius': 1.7}}}}",no data K,19 W m<sup>-1</sup> K<sup>-1</sup>,2.83,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,0.9,no data GPa,{'Ra-223': 1210.3},2.293,12.0,12.0,Ra,88.0,0.0,1.62,1.62,s,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (7, 's', 2)]",2.0,(),{2: 1.62},False,False,True,False,False,False,True,False,False,False,True,False,False,Radium,2.0,2.0,88.0,7.0,,,,{'2': 1.62},,,,,,,,,1.62,,,,
227.0,89.0,"{'1s': -3443.110367, '2p': -572.7627, '2s': -592.622878, '3d': -119.541743, '3p': -137.654394, '3s': -147.320716, '4d': -23.57061, '4f': -12.278225, '4p': -31.761846, '4s': -36.15826, '5d': -3.222752, '5p': -6.06511, '5s': -7.713078, '6d': -0.137786, '6p': -0.744524, '6s': -1.19698, '7s': -0.126551}",1.95,no data,3573 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,10070 kg m<sup>-3</sup>,no data 10<sup>-8</sup> &Omega; m,[Rn].6d<sup>1</sup>.7s<sup>2</sup>,,2250 K,1323 K,48.0,no data,22.55 cm<sup>3</sup>,Actinium,[3],no data,no data %,no data,no data GPa,"{'3': {'VI': {'': {'crystal_radius': 1.26, 'ionic_radius': 1.12}}}}",no data K,12 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.1,no data GPa,,1.878,32.0,32.0,Ac,89.0,0.0,1.26,1.26,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (6, 'd', 1), (7, 's', 2)]",3.0,(),{3: 1.26},True,False,False,False,False,False,True,False,False,False,False,True,True,Actinium,3.0,3.0,89.0,9.0,"(2, 1)",,,{'3': 1.26},,,,,,,,,,,,,1.26
232.03806,90.0,"{'1s': -3524.439052, '2p': -588.218112, '2s': -608.350958, '3d': -123.846396, '3p': -142.25581, '3s': -152.079741, '4d': -24.955184, '4f': -13.397389, '4p': -33.325252, '4s': -37.814094, '5d': -3.625729, '5p': -6.58281, '5s': -8.287057, '6d': -0.172896, '6p': -0.846921, '6s': -1.333769, '7s': -0.135872}",1.8,no data,5093 K,400 MN m<sup>-2</sup>,54 GPa,11.0 x10<sup>-6</sup>K<sup>-1</sup>,[4],no data K,11724 kg m<sup>-3</sup>,15 10<sup>-8</sup> &Omega; m,[Rn].6d<sup>2</sup>.7s<sup>2</sup>,[4],2978 K,2115 K,47.0,3.0,19.80 cm<sup>3</sup>,Thorium,"[2, 3, 4]",0.27,no data %,no data,31 GPa,"{'4': {'VI': {'': {'crystal_radius': 1.08, 'ionic_radius': 0.94}}, 'VIII': {'': {'crystal_radius': 1.19, 'ionic_radius': 1.05}}, 'IX': {'': {'crystal_radius': 1.23, 'ionic_radius': 1.09}}, 'X': {'': {'crystal_radius': 1.27, 'ionic_radius': 1.13}}, 'XI': {'': {'crystal_radius': 1.32, 'ionic_radius': 1.18}}, 'XII': {'': {'crystal_radius': 1.35, 'ionic_radius': 1.21}}}}",1.38 K,54 W m<sup>-1</sup> K<sup>-1</sup>,no data,2490 m s<sup>-1</sup>,350 MN m<sup>-2</sup>,1.3,79 GPa,,1.798,31.0,31.0,Th,90.0,0.0,1.08,1.08,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (6, 'd', 2), (7, 's', 2)]",4.0,"(4,)",{4: 1.08},True,False,False,False,False,False,True,False,False,False,False,True,False,Thorium,4.0,2.0,90.0,9.0,"(2, 2)",,,{'4': 1.08},,,,,,,1.08,,,,,,
231.03588,91.0,"{'1s': -3606.333629, '2p': -603.470278, '2s': -623.870431, '3d': -127.781168, '3p': -146.485678, '3s': -156.466742, '4d': -25.933121, '4f': -14.105747, '4p': -34.48293, '4s': -39.064507, '5d': -3.659928, '5f': -0.316813, '5p': -6.709821, '5s': -8.463463, '6d': -0.142481, '6p': -0.799756, '6s': -1.287232, '7s': -0.129653}",1.8,no data,no data K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[5],no data K,15370 kg m<sup>-3</sup>,18 10<sup>-8</sup> &Omega; m,[Rn].5f<sup>2</sup>.6d<sup>1</sup>.7s<sup>2</sup>,,no data K,1841 K,46.0,no data,15.18 cm<sup>3</sup>,Protactinium,"[3, 4, 5]",no data,no data %,no data,no data GPa,"{'3': {'VI': {'': {'crystal_radius': 1.18, 'ionic_radius': 1.04}}}, '4': {'VI': {'': {'crystal_radius': 1.04, 'ionic_radius': 0.9}}, 'VIII': {'': {'crystal_radius': 1.15, 'ionic_radius': 1.01}}}, '5': {'VI': {'': {'crystal_radius': 0.92, 'ionic_radius': 0.78}}, 'VIII': {'': {'crystal_radius': 1.05, 'ionic_radius': 0.91}}, 'IX': {'': {'crystal_radius': 1.09, 'ionic_radius': 0.95}}}}",1.4 K,47 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.5,no data GPa,,1.642,30.0,30.0,Pa,91.0,0.0,1.04,1.04,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (5, 'f', 2), (6, 'd', 1), (7, 's', 2)]",5.0,(),"{3: 1.16, 4: 1.04, 5: 0.92}",True,False,False,False,False,False,True,False,False,False,False,True,False,Protactinium,5.0,3.0,91.0,9.0,,,,"{'3': 1.16, '4': 1.04, '5': 0.92}",,,,,0.92,,1.04,,,,,,1.16
238.02891,92.0,"{'1s': -3689.355141, '2p': -619.10855, '2s': -639.778728, '3d': -131.977358, '3p': -150.97898, '3s': -161.118073, '4d': -27.123212, '4f': -15.02746, '4p': -35.853321, '4s': -40.528084, '5d': -3.866175, '5f': -0.366543, '5p': -7.018092, '5s': -8.824089, '6d': -0.14319, '6p': -0.822538, '6s': -1.325976, '7s': -0.130948}",1.75,no data,4200 K,2400 MN m<sup>-2</sup>,100 GPa,13.9 x10<sup>-6</sup>K<sup>-1</sup>,[6],no data K,19050 kg m<sup>-3</sup>,28 10<sup>-8</sup> &Omega; m,[Rn].5f<sup>3</sup>.6d<sup>1</sup>.7s<sup>2</sup>,"[3, 4, 5, 6]",2794.7 K,1405.3 K,45.0,6.0,12.49 cm<sup>3</sup>,Uranium,"[3, 4, 5, 6]",0.23,no data %,no data,111 GPa,"{'3': {'VI': {'': {'crystal_radius': 1.165, 'ionic_radius': 1.025}}}, '4': {'VI': {'': {'crystal_radius': 1.03, 'ionic_radius': 0.89}}, 'VII': {'': {'crystal_radius': 1.09, 'ionic_radius': 0.95}}, 'VIII': {'': {'crystal_radius': 1.14, 'ionic_radius': 1.0}}, 'IX': {'': {'crystal_radius': 1.19, 'ionic_radius': 1.05}}, 'XII': {'': {'crystal_radius': 1.31, 'ionic_radius': 1.17}}}, '5': {'VI': {'': {'crystal_radius': 0.9, 'ionic_radius': 0.76}}, 'VII': {'': {'crystal_radius': 0.98, 'ionic_radius': 0.84}}}, '6': {'II': {'': {'crystal_radius': 0.59, 'ionic_radius': 0.45}}, 'IV': {'': {'crystal_radius': 0.66, 'ionic_radius': 0.52}}, 'VI': {'': {'crystal_radius': 0.87, 'ionic_radius': 0.73}}, 'VII': {'': {'crystal_radius': 0.95, 'ionic_radius': 0.81}}, 'VIII': {'': {'crystal_radius': 1.0, 'ionic_radius': 0.86}}}}",0.2 K,27 W m<sup>-1</sup> K<sup>-1</sup>,1.86,3155 m s<sup>-1</sup>,1960 MN m<sup>-2</sup>,1.38,208 GPa,,1.542,29.0,29.0,U,92.0,0.0,0.9912500000000001,0.9912500000000001,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (5, 'f', 3), (6, 'd', 1), (7, 's', 2)]",6.0,"(3, 4, 5, 6)","{3: 1.165, 4: 1.03, 5: 0.9, 6: 0.87}",True,False,False,False,False,False,True,False,False,False,False,True,False,Uranium,6.0,3.0,92.0,9.0,,,,"{'3': 1.165, '4': 1.03, '5': 0.9, '6': 0.87}",,,,,0.9,,1.03,,,,,0.87,1.165
237.0,93.0,no data,1.75,no data,4273 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[5],no data K,20450 kg m<sup>-3</sup>,120 10<sup>-8</sup> &Omega; m,[Rn].5f<sup>4</sup>.6d<sup>1</sup>.7s<sup>2</sup>,,3363 K,910 K,44.0,no data,11.59 cm<sup>3</sup>,Neptunium,"[3, 4, 5, 6, 7]",no data,no data %,no data,no data GPa,"{'2': {'VI': {'': {'crystal_radius': 1.24, 'ionic_radius': 1.1}}}, '3': {'VI': {'': {'crystal_radius': 1.15, 'ionic_radius': 1.01}}}, '4': {'VI': {'': {'crystal_radius': 1.01, 'ionic_radius': 0.87}}, 'VIII': {'': {'crystal_radius': 1.12, 'ionic_radius': 0.98}}}, '5': {'VI': {'': {'crystal_radius': 0.89, 'ionic_radius': 0.75}}}, '6': {'VI': {'': {'crystal_radius': 0.86, 'ionic_radius': 0.72}}}, '7': {'VI': {'': {'crystal_radius': 0.85, 'ionic_radius': 0.71}}}}",no data K,6 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.36,no data GPa,,1.503,28.0,28.0,Np,93.0,0.0,0.9999999999999999,0.9999999999999999,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (5, 'f', 4), (6, 'd', 1), (7, 's', 2)]",7.0,(),"{2: 1.24, 3: 1.15, 4: 1.01, 5: 0.89, 6: 0.86, 7: 0.85}",True,False,False,False,False,False,True,False,False,False,False,True,False,Neptunium,7.0,3.0,93.0,9.0,,,,"{'2': 1.24, '3': 1.15, '4': 1.01, '5': 0.89, '6': 0.86, '7': 0.85}",,,,0.85,0.89,,1.01,,1.24,,,0.86,1.15
244.0,94.0,no data,1.75,no data,3503 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[4],no data K,19816 kg m<sup>-3</sup>,150 10<sup>-8</sup> &Omega; m,[Rn].5f<sup>6</sup>.7s<sup>2</sup>,,2590.5 K,912.5 K,43.0,no data,12.29 cm<sup>3</sup>,Plutonium,"[3, 4, 5, 6, 7]",0.21,no data %,no data,43 GPa,"{'3': {'VI': {'': {'crystal_radius': 1.14, 'ionic_radius': 1.0}}}, '4': {'VI': {'': {'crystal_radius': 1.0, 'ionic_radius': 0.86}}, 'VIII': {'': {'crystal_radius': 1.1, 'ionic_radius': 0.96}}}, '5': {'VI': {'': {'crystal_radius': 0.88, 'ionic_radius': 0.74}}}, '6': {'VI': {'': {'crystal_radius': 0.85, 'ionic_radius': 0.71}}}}",no data K,6 W m<sup>-1</sup> K<sup>-1</sup>,no data,2260 m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.28,96 GPa,,1.523,27.0,27.0,Pu,94.0,0.0,0.9674999999999999,0.9674999999999999,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (5, 'f', 6), (7, 's', 2)]",8.0,(),"{3: 1.14, 4: 1.0, 5: 0.88, 6: 0.85}",True,False,False,False,False,False,True,False,False,False,False,True,False,Plutonium,7.0,3.0,94.0,9.0,"(3, 6)",,,"{'3': 1.14, '4': 1.0, '5': 0.88, '6': 0.85}",,,,,0.88,,1.0,,,,,0.85,1.14
243.0,95.0,no data,1.75,no data,2880 K,no data MN m<sup>-2</sup>,no data GPa,no data x10<sup>-6</sup>K<sup>-1</sup>,[3],no data K,no data kg m<sup>-3</sup>,no data 10<sup>-8</sup> &Omega; m,[Rn].5f<sup>7</sup>.7s<sup>2</sup>,,1431 K,1449 K,42.0,no data,17.63 cm<sup>3</sup>,Americium,"[2, 3, 4, 5, 6]",no data,no data %,no data,no data GPa,"{'2': {'VII': {'': {'crystal_radius': 1.35, 'ionic_radius': 1.21}}, 'VIII': {'': {'crystal_radius': 1.4, 'ionic_radius': 1.26}}, 'IX': {'': {'crystal_radius': 1.45, 'ionic_radius': 1.31}}}, '3': {'VI': {'': {'crystal_radius': 1.115, 'ionic_radius': 0.975}}, 'VIII': {'': {'crystal_radius': 1.23, 'ionic_radius': 1.09}}}, '4': {'VI': {'': {'crystal_radius': 0.99, 'ionic_radius': 0.85}}, 'VIII': {'': {'crystal_radius': 1.09, 'ionic_radius': 0.95}}}}",0.6 K,10 W m<sup>-1</sup> K<sup>-1</sup>,no data,no data m s<sup>-1</sup>,no data MN m<sup>-2</sup>,1.3,no data GPa,,1.73,26.0,26.0,Am,95.0,0.0,1.1683333333333332,1.1683333333333332,f,"[(1, 's', 2), (2, 's', 2), (2, 'p', 6), (3, 's', 2), (3, 'p', 6), (3, 'd', 10), (4, 's', 2), (4, 'p', 6), (4, 'd', 10), (5, 's', 2), (5, 'p', 6), (4, 'f', 14), (5, 'd', 10), (6, 's', 2), (6, 'p', 6), (5, 'f', 7), (7, 's', 2)]",9.0,(),"{2: 1.4, 3: 1.115, 4: 0.99}",True,False,False,False,False,False,True,False,False,False,False,True,False,Americium,6.0,2.0,95.0,9.0,"(3, 7)",,,"{'2': 1.4, '3': 1.115, '4': 0.99}",,,,,,,0.99,,1.4,,,,1.115
